assessment_result,ia_success,max_size,first_size,first_status_held,sec_to_uc,aircraft_n_Fixed,aircraft_n_Rotary,aircraft_n_total,aircraft_hr_Fixed,aircraft_hr_Rotary,aircraft_hr_total,n_firefighters,n_non_firefighters,hr_firefighters,hr_non_firefighters,drop_amount_retardant,drop_amount_water,drop_amount_total,n_fire_past_1,n_fire_past_7,n_fire_past_30,response_time,general_cause,year,month,latitude,longitude,assessment_size,fire_spread_rate,fire_position_on_slope,temperature,relative_humidity,wind_direction,wind_speed,weather_conditions_over_fire,equipment_Transportation,equipment_Water_Delivery,equipment_Sustained_Action,equipment_Fire_Guard_Building,equipment_Crew_Gear,equipment_Base_Camp,equipment_WaterTruck_Transportation,wstation_dry_bulb_temperature,wstation_relative_humidity,wstation_wind_speed_kmh,wstation_wind_direction,wstation_precipitation,wstation_fine_fuel_moisture_code,wstation_duff_moisture_code,wstation_drought_code,wstation_build_up_index,wstation_initial_spread_index,wstation_fire_weather_index,wstation_daily_severity_rating,fuelgrid_C,fuelgrid_D,fuelgrid_M,fuelgrid_Nonfuel,fuelgrid_O,fuelgrid_S,fuelgrid_Unclassified,fuelgrid_Water,fuel_type2,grouped_fuel_type2,fbp_CFB,fbp_CFC,fbp_FD,fbp_HFI,fbp_RAZ,fbp_ROS,fbp_SFC,fbp_TFC,fbp_HFI_class,fuel_type,grouped_fuel_type,test_i
Immediate Action,1,0.45,0.2,FALSE,2700,0,2,2,0,1,1,3,0,6.75,0,11365,0,11365,10,127,350,1200,other,2006,4,58.710367,-118.665067,0.2,0.1,Flat,22.1,23,NW,2,Clear,0,0,0,0,0,0,0,11,29.32,10,45,0,89.6,12.4,153.4,20.6,6.7,10.3,1.69,5,36,0,39,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,1.7,1.7,0,2,0,7.5,0,0,0,10,127,350,1260,other,2006,4,57.558417,-117.475733,0.01,0,Flat,10,25,W,15,Clear,0,0,0,0,0,0,0,11,20.48,10,45,0,91.8,23.7,132.6,32.8,9.1,16.8,4.02,51,0,1,18,10,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1b,O,1
Immediate Action,1,6.2,0.2,FALSE,1440,0,2,2,0,1,1,8,1,19.25,2.5,2784.25,0,2784.25,10,127,350,1140,other,2006,4,58.71413,-118.751145,0.2,1,Flat,22.8,22,NW,2,Clear,0,0,0,0,0,0,0,11,29.32,10,45,0,89.6,12.4,153.4,20.6,6.7,10.3,1.69,0,46,1,30,2,0,0,0,D-1/D-2,D,0,0,S,174.1763561137621,225,1.2323950496406275,0.4711053114679767,0.4711053114679767,2,O1a,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,1,0,1.5,0,0,0,10,127,350,2820,other,2006,4,58.5156,-116.8071,0.01,0,Flat,10,34,CLM,0,Clear,0,0,0,0,0,0,0,15,18.9,5,360,0,91.9,25.8,318,42.9,7.2,16.2,3.76,0,24,0,53,1,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,2.2,2.2,9,1,37,2,0,0,0,10,127,350,0,other,2006,4,56.495386,-117.277573,0.01,0,Middle 1/3,17,30,NW,10,Clear,0,0,0,0,0,0,0,13.5,18.95,14,90,0,92.3,39.6,388.9,63.1,12.1,28.5,10.22,0,48,0,25,4,0,0,0,D-1/D-2,D,0,0,S,1054.7691781673043,270,3.4225103717809713,1.0272860791151128,1.0272860791151128,3,S2,S,1
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,5,3,9,4.75,0,0,0,9,120,359,900,other,2006,5,56.466367,-116.3988,0.01,0,Upper 1/3,10,25,CLM,0,Cloudy,0,0,0,0,0,0,0,12.5,24.4,11,225,0,91.1,36.4,286.5,55.3,8.7,21.2,6.05,19,24,12,0,20,0,0,0,O-1,O,0,0,S,1589.200305960533,45,15.135241009147933,0.35,0.35,3,S1,S,1
Immediate Action,1,0.8,0.5,TRUE,0,0,1,1,0,1.1,1.1,3,2,3,4.25,0,0,0,9,120,359,1200,other,2006,5,58.7,-118.711167,0.5,1,Flat,14,23,NW,5,Cloudy,0,0,0,0,0,0,0,9.5,40.06,10,180,0,89.2,14.1,157.5,23,6.3,10.5,1.74,24,48,3,4,0,0,0,0,C-2,C,0.2644249148006198,0.21153993184049585,I,1811.418426874448,0,4.395819716915154,1.1620517556621357,1.3735916875026315,3,O1a,O,0
Delayed Action - Lower Priority,1,0.05,0.05,TRUE,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,120,359,82800,other,2006,5,58.341917,-115.829483,0.05,0,Flat,14,25,W,15,Clear,0,0,0,0,0,0,0,15,26,12,270,0,92.9,45.9,443,73,11.9,30.3,11.38,0,75,0,0,4,0,0,0,D-1/D-2,D,0,0,S,1121.874242210372,90,3.382344848530924,1.1056178405321808,1.1056178405321808,3,S2,S,0
Immediate Action,1,0.3,0.3,FALSE,1860,0,1,1,0,0.4,0.4,10,1,16.5,2.25,0,0,0,9,120,359,60,other,2006,5,55.636133,-116.072417,0.3,1,Flat,13,35,NE,10,Cloudy,0,0,0,0,0,0,0,15,31.18,9,135,0.2,86.9,39.8,248.6,56.9,4.3,12.7,2.43,0,0,0,78,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,M1,M,0
Immediate Action,1,0.01,0.01,FALSE,780,0,0,0,0,0,0,8,1,6,1.25,0,0,0,5,96,362,0,other,2006,5,55.185117,-116.232017,0.01,1,Flat,14,45,N,16,Clear,0,0,0,0,0,0,0,12,27.44,23,270,0,85,23.5,274.2,38.7,6.7,14.6,3.11,26,37,5,5,6,0,0,0,O-1,O,0,0,S,1149.3588978329956,90,10.946275217457101,0.35,0.35,3,C2,C,0
Immediate Action,1,0.5,0.5,FALSE,5100,2,0,2,2.6,0,2.6,6,0,30.75,0,7955.13,0,7955.13,5,96,362,2400,other,2006,5,54.830183,-115.410383,0.5,0,Flat,11.5,33,W,20,Cloudy,0,0,0,0,0,0,0,6.5,40.07,35,135,0,85.8,20.5,39.1,20.4,13.7,18,4.54,57,14,0,4,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,C3,C,0
Immediate Action,1,0.7,0.6,FALSE,480,0,1,1,0,0.8,0.8,8,3,20,13.75,0,0,0,5,96,362,360,other,2006,5,54.372143,-114.934985,0.6,0.5,Flat,8,65,N,25,Cloudy,0,0,0,0,0,0,0,9,34.04,45,135,0,85.6,35.9,276.6,54.2,22.1,39.6,18.29,7,3,0,2,68,0,0,0,O-1,O,0,0,S,4484.558350399071,315,42.7100795276102,0.35,0.35,5,O1a,O,1
Immediate Action,1,0.1,0.01,FALSE,660,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,362,300,other,2006,5,58.694583,-118.67595,0.01,0.1,Flat,5,74,CLM,0,Clear,0,0,0,0,0,0,0,7,68.96,5,180,0.02,85.8,14.8,161.2,24,3,5.6,0.57,0,49,0,31,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,1,1,TRUE,0,0,1,1,0,0.7,0.7,4,0,13,0,0,0,0,6,86,362,1680,other,2006,5,58.694667,-118.6805,1,1,Flat,22,35,W,5,Clear,0,0,0,0,0,0,0,11,38.46,15,45,0,87.3,16.8,165.6,26.8,6.2,11.2,1.96,2,40,0,37,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,M2,M,1
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,5,3,12.5,5.25,0,0,0,6,86,362,7680,other,2006,5,52.697333,-115.317167,0.01,0,Flat,12,23,E,3,Clear,0,0,0,0,0,0,0,7,57.96,9,225,1.8,70,19.6,47.3,19.6,1,0.9,0.02,1,16,3,25,32,0,0,3,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.07,0.07,TRUE,0,0,0,0,0,0,0,5,3,8.75,5.25,0,0,0,6,86,362,0,other,2006,5,52.6991,-115.325833,0.07,0,Bottom,12,23,CLM,0,Clear,0,0,0,0,0,0,0,7,57.96,9,225,1.8,70,19.6,47.3,19.6,1,0.9,0.02,0,6,4,31,39,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.3,0.3,TRUE,0,0,1,1,0,0.6,0.6,4,0,12,0,0,0,0,6,86,362,1800,other,2006,5,55.546283,-116.150833,0.3,0.5,Flat,15,35,N,5,Clear,0,0,0,0,0,0,0,9,45.3,2,45,0,87.1,43,256.8,60.6,3.2,10.2,1.66,5,7,1,67,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.5,0.5,FALSE,480,0,1,1,0,2.6,2.6,3,1,2.25,1.25,0,0,0,12,86,368,660,other,2006,5,58.4575,-114.523833,0.5,0.3,Flat,22,25,W,10,Clear,0,0,0,0,0,0,0,12,32.92,14,135,0,88.5,16,141.6,25,7,11.9,2.17,0,59,0,18,0,0,0,0,D-1/D-2,D,0,0,S,227.20588289709968,315,1.375244396801203,0.550704256459378,0.550704256459378,2,M1,M,0
Immediate Action,1,1,1,FALSE,3120,7,1,8,13.3,2.6,15.9,23,6,189.5,26.5,19544.86,0,19544.86,12,86,368,3420,other,2006,5,53.052099,-115.131385,1,0.1,Flat,21,18,S,5,Clear,0,1,0,0,0,0,0,15.5,28.67,8,90,0,83.8,30.8,115.7,37,2.7,6.5,0.75,10,51,1,11,1,0,0,6,D-1/D-2,D,0,0,S,76.77071318405432,270,0.3468134417595664,0.7378675289569346,0.7378675289569346,2,M1,M,0
Immediate Action,1,0.4,0.2,FALSE,2580,0,2,2,0,2.5,2.5,6,0,11.75,0,0,0,0,12,86,368,180,other,2006,5,58.451667,-114.579167,0.2,0.2,Flat,22,30,W,10,Clear,0,0,0,0,0,0,0,12,32.92,14,135,0,88.5,16,141.6,25,7,11.9,2.17,0,48,3,10,11,0,0,5,D-1/D-2,D,0,0,S,227.20588289709968,315,1.375244396801203,0.550704256459378,0.550704256459378,2,M1,M,1
Immediate Action,1,0.2,0.2,TRUE,0,0,1,1,0,0.6,0.6,8,0,7.1,0,3977.76,0,3977.76,12,86,368,1200,other,2006,5,58.455583,-114.527,0.2,0.2,Flat,20,30,W,10,Clear,0,0,0,0,0,0,0,12,32.92,14,135,0,88.5,16,141.6,25,7,11.9,2.17,0,69,0,10,0,0,0,0,D-1/D-2,D,0,0,S,227.20588289709968,315,1.375244396801203,0.550704256459378,0.550704256459378,2,M1,M,0
Immediate Action,1,0.3,0.01,TRUE,0,0,1,1,0,0.5,0.5,4,0,8,0,0,0,0,12,86,368,1260,other,2006,5,58.710933,-118.71595,0.01,0.1,Flat,15,55,SE,5,Clear,0,0,0,0,0,0,0,15,45.72,10,90,0,87.3,19.1,170.7,29.9,4.9,9.7,1.51,0,20,0,59,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1b,O,1
Delayed Action - Lower Priority,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,12,86,368,300,other,2006,5,55.535956,-116.150903,0.01,5,Flat,15,25,E,15,Cloudy,0,0,0,0,0,0,0,11,29.32,13,315,0,89.5,28.1,283,45,7.7,17.4,4.25,1,57,2,12,8,0,0,0,O-1,O,0,0,S,1367.6156163918652,134.99999999999994,13.024910632303477,0.35,0.35,3,O1b,O,1
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,15,1,35,1.5,0,0,0,12,86,368,180,other,2006,5,55.535956,-116.157291,0.01,2,Middle 1/3,15,25,E,15,Cloudy,0,0,0,0,0,0,0,11,29.32,13,315,0,89.5,28.1,283,45,7.7,17.4,4.25,0,26,0,42,10,0,0,2,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,M1,M,1
Immediate Action,1,0.01,0.01,FALSE,180,0,0,0,0,0,0,0,1,0,1,0,0,0,12,86,368,120,other,2006,5,55.534148,-116.147708,0.01,5,Flat,15,25,E,15,Cloudy,0,0,0,0,0,0,0,11,29.32,13,315,0,89.5,28.1,283,45,7.7,17.4,4.25,2,65,0,1,11,0,0,0,D-1/D-2,D,0,0,S,438.5890200328599,134.99999999999994,1.736998443645727,0.8416607426780807,0.8416607426780807,2,O1b,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,0,1,0,2.5,0,0,0,12,86,368,163800,other,2006,5,53.084815999999996,-115.862723,0.01,0,Flat,7,65,CLM,0,Rainshowers,0,0,0,0,0,0,0,18.6,29,10,90,0,87.2,53.3,221.6,66.6,4.7,14.9,3.24,38,16,21,5,0,0,0,0,C-2,C,0.5843426012095518,0.4674740809676415,I,4585.584596127008,270,4.863436383607319,2.6754234057992337,3.1428974867668753,5,O1a,O,1
Immediate Action,1,0.2,0.2,TRUE,0,0,1,1,0,0.4,0.4,9,0,4.5,0,0,0,0,12,86,368,1560,other,2006,5,53.193994000000004,-115.362825,0.2,0,Flat,17,9,W,4,Clear,0,0,0,0,0,0,0,7,46.77,5,180,2.2,67.3,27.7,110.5,34.1,0.7,0.9,0.02,10,35,8,17,7,0,0,0,D-1/D-2,D,0,0,S,8.565696747892828,0,0.04100408838393716,0.6963286740002518,0.6963286740002518,1,O1a,O,0
Immediate Action,1,3.5,0.5,FALSE,7620,0,2,2,0,5.3,5.3,7,3,26.75,8.25,0,0,0,12,86,368,3420,other,2006,5,55.145683,-118.074217,0.5,0.5,Flat,22,35,W,20,Cloudy,2,0,0,2,0,0,0,16,33.12,20,135,0,88.9,38.4,300.5,58.2,10,24,7.55,1,51,1,21,5,0,0,0,D-1/D-2,D,0,0,S,766.810567923532,315,2.600400020763122,0.9829392424253522,0.9829392424253522,3,S1,S,0
Immediate Action,1,0.8,0.8,FALSE,4080,0,1,1,0,0.7,0.7,3,0,7.25,0,2651.83,0,2651.83,12,86,368,1440,other,2006,5,58.467383,-114.5282,0.8,1,Flat,20,30,W,10,Clear,0,0,0,0,0,0,0,12,32.92,14,135,0,88.5,16,141.6,25,7,11.9,2.17,10,24,0,37,5,0,0,0,O-1,O,0,0,S,1214.3976653674154,315,11.56569205111824,0.35,0.35,3,O1a,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,0.3,0.3,3,1,4.5,1.5,0,0,0,19,85,381,420,other,2006,5,55.9074,-115.642467,0.01,3,Flat,18,44,SW,18,Clear,0,0,0,0,0,0,0,19,30.77,19,45,0,90.8,53.9,279.4,72.7,12.4,31.2,11.99,0,23,0,47,6,0,0,1,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Immediate Action,1,0.36,0.2,FALSE,1980,2,1,3,2.4000000000000004,1,3.4000000000000004,8,0,3.65,0,1988.75,0,1988.75,19,85,381,1440,other,2006,5,58.863,-118.8583,0.2,1,Flat,15,33,W,3,Clear,0,0,0,0,0,0,0,14,44.16,10,90,0,87.4,21.3,175.6,32.7,4.9,10.3,1.68,0,11,0,49,0,0,0,20,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,1
Immediate Action,1,0.2,0.01,TRUE,0,0,1,1,0,0.6,0.6,3,0,6,0,1988.75,0,1988.75,19,85,381,1320,other,2006,5,58.710683,-118.7158,0.01,0,Flat,17.6,28,SE,5,Cloudy,0,0,0,0,0,0,0,15,45.72,10,90,0,87.3,19.1,170.7,29.9,4.9,9.7,1.51,0,17,0,61,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.01,0.01,FALSE,900,0,1,1,0,0.8,0.8,0,0,0,0,0,0,0,19,85,381,0,other,2006,5,58.468333,-114.535,0.01,0.2,Flat,17,30,SW,10,Clear,0,0,0,0,0,0,0,15.5,32.26,12,360,0,89.6,19,146.8,28.7,7.4,13.3,2.67,0,25,0,47,5,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.8,0.8,FALSE,3660,0,2,2,0,4.3,4.3,8,0,24,0,0,0,0,19,85,381,1020,other,2006,5,58.451167,-114.534,0.8,2,Flat,22,35,W,5,Cloudy,0,0,0,0,0,0,0,15.5,32.26,12,360,0,89.6,19,146.8,28.7,7.4,13.3,2.67,0,75,0,3,0,0,0,0,D-1/D-2,D,0,0,S,281.9260153881967,180,1.5334068116527966,0.6128532738252287,0.6128532738252287,2,M2,M,1
Immediate Action,1,0.2,0.2,FALSE,3960,0,1,1,0,3.5,3.5,7,0,16,0,0,0,0,19,85,381,1740,other,2006,5,58.4523,-114.528217,0.2,1,Flat,26.2,17,NW,4,Cloudy,0,0,0,0,0,0,0,15.5,32.26,12,360,0,89.6,19,146.8,28.7,7.4,13.3,2.67,0,77,0,2,0,0,0,0,D-1/D-2,D,0,0,S,281.9260153881967,180,1.5334068116527966,0.6128532738252287,0.6128532738252287,2,M1,M,1
Immediate Action,1,0.4,0.2,FALSE,2880,0,1,1,0,0.9,0.9,11,0,36,0,0,0,0,19,85,381,1320,other,2006,5,58.720067,-118.751333,0.2,1,Flat,19.6,22,SE,5,Clear,0,0,0,0,0,0,0,14,44.16,10,90,0,87.4,21.3,175.6,32.7,4.9,10.3,1.68,0,7,3,68,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.01,0.01,FALSE,900,0,1,1,0,0.6,0.6,4,0,3,0,0,0,0,19,85,381,3600,other,2006,5,58.468167,-114.538167,0.01,0,Flat,15,30,W,5,Cloudy,0,0,0,0,0,0,0,15.5,32.26,12,360,0,89.6,19,146.8,28.7,7.4,13.3,2.67,0,33,0,44,2,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.5,0.5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,85,381,120,other,2006,5,55.488617,-117.599753,0.5,0,Flat,22,20,W,45,Clear,0,0,0,0,0,0,0,17.5,25.81,35,45,0,91.3,42,306.1,62.6,29.9,51.3,28.91,0,0,0,80,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,S2,S,1
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,0.4,0.4,12,1,16,1.5,0,0,0,19,85,381,1440,other,2006,5,51.101867,-114.9564,0.01,0,Flat,24,15,W,10,Cloudy,0,0,0,0,0,0,0,18,27,16,90,0,89.8,19.4,88.8,25.1,9.3,14.9,3.24,57,13,0,4,2,0,0,0,D-1/D-2,D,0,0,S,344.8349916807501,270,2.0806788499058837,0.5524398790909806,0.5524398790909806,2,O1a,O,1
Immediate Action,1,0.6,0.6,TRUE,0,0,0,0,0,0,0,0,1,0,8,0,0,0,19,85,381,80700,other,2006,5,54.50218,-111.646234,0.6,0,Middle 1/3,16,50,W,30,Cloudy,0,0,0,0,0,0,0,21.5,31.94,9,45,0,84.4,10.4,174.8,18.2,3,4.6,0.41,7,20,0,48,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.1,0.1,FALSE,2040,7,2,9,8.3,0.7,9,13,2,37.56,13.75,3977.63,32730,36707.63,19,85,381,840,other,2006,5,55.950667,-113.774883,0.1,0.1,Flat,21,35,W,20,Clear,0,0,0,0,0,0,0,19,40.82,18,90,0,88.1,26.8,315.3,44.2,8.1,17.9,4.47,10,51,0,19,0,0,0,0,D-1/D-2,D,0,0,S,465.76164170610105,270,1.8661404195181912,0.8319517596043738,0.8319517596043738,2,S2,S,0
Delayed Action - No Resources Available,1,0.2,0.2,FALSE,13320,0,1,1,0,0.7,0.7,0,2,0,13.25,0,0,0,13,74,392,5400,other,2006,5,58.559833,-117.6425,0.2,0,Flat,6,70,CLM,0,Cloudy,0,0,0,0,0,0,0,14.5,45.9,23,135,0,88.5,20,177,31.2,11.1,18.9,4.96,0,52,0,10,17,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,M2,M,0
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,0.5,0.5,3,0,3,0,0,0,0,13,74,392,1380,other,2006,5,52.504764,-115.230282,0.01,0.1,Bottom,4,56,CLM,0,Clear,0,0,0,0,0,0,0,10,62.17,10,180,0.2,86.3,27.6,76.9,29.1,4.2,8.4,1.17,26,37,0,1,13,2,0,0,D-1/D-2,D,0,0,S,122.30251995055508,0,0.6582586983516303,0.6193234780227354,0.6193234780227354,2,C3,C,0
Immediate Action,1,0.3,0.3,FALSE,1020,0,1,1,0,0.5,0.5,9,1,8.75,3.75,0,0,0,13,74,392,1320,other,2006,5,58.7211,-118.741267,0.3,1,Flat,14.5,25,W,5,Cloudy,0,0,0,0,0,0,0,14.5,49.26,5,45,1.81,76,21.6,180.6,33.2,1,2,0.09,0,6,0,72,0,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.01,0.01,TRUE,0,0,1,1,0,0.6,0.6,3,0,19.5,0,0,0,0,13,74,392,1200,lightning,2006,5,52.851,-115.651967,0.01,0,Flat,10,60,W,2,Cloudy,0,0,0,0,0,0,0,8.8,89,8,90,6.6,38.2,34.9,217.5,49.8,0,0.1,0,59,0,0,10,8,0,0,0,C-2,C,0,0,S,2.185448909294285,270,0.003341669440438916,2.1799971024934113,2.1799971024934113,1,C2,C,0
Immediate Action,1,0.54,0.2,FALSE,4920,0,3,3,0,4,4,13,0,40.25,0,0,0,0,13,74,392,0,other,2006,5,56.253833,-119.027783,0.2,0.5,Flat,15,40,W,20,Cloudy,0,0,0,0,0,0,0,15,26.27,16,45,0,91,50.6,264.7,68.5,11.1,28.1,9.95,18,54,6,0,0,0,0,0,C-3,C,0.025034341962164808,0.028789493256489527,S,4174.943180039643,225,6.624820048195943,2.0718679080850784,2.100657401341568,5,M1,M,1
Immediate Action,1,1.5,1.5,FALSE,2040,6,1,7,4.1,0.5,4.6,9,1,35.5,3.5,4537.5,0,4537.5,13,74,392,2280,other,2006,5,55.066576,-117.499288,1.5,1,Flat,14,30,SW,20,Clear,2,1,0,0,0,0,0,19,37.54,15,90,0,88.8,44.5,352.6,67.7,7.7,21.6,6.27,2,61,0,17,0,0,0,0,D-1/D-2,D,0,0,S,577.4324929683012,270,1.806536660842302,1.065450271938336,1.065450271938336,3,M2,M,1
Immediate Action,1,1.5,1.5,TRUE,0,0,1,1,0,1.1,1.1,4,1,8,9,1988.88,0,1988.88,13,74,392,3120,other,2006,5,55.90245,-110.753517,1.5,0,Flat,21,18,N,5,Cloudy,0,1,0,0,0,0,0,20.5,33.49,12,360,0,84.1,10.8,115.6,17.5,3.4,5.1,0.49,0,41,0,37,2,0,0,0,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1b,O,1
Immediate Action,1,0.17,0.01,FALSE,3000,0,1,1,0,3.8,3.8,2,0,10,0,0,0,0,12,76,402,1740,other,2006,5,58.4625,-114.5437,0.01,0.1,Flat,18.4,27,NW,2,Cloudy,0,0,0,0,0,0,0,13,43.55,20,45,0,88.1,22.8,156.2,33.4,9,16.8,4,0,56,0,22,0,0,0,0,D-1/D-2,D,0,0,S,430.35702775509975,225,2.091241332257222,0.6859674221826669,0.6859674221826669,2,M1,M,0
Immediate Action,1,0.03,0.03,TRUE,0,0,0,0,0,0,0,0,2,0,4,0,0,0,12,76,402,3600,other,2006,5,51.13865,-114.876883,0.03,0,Upper 1/3,5,50,W,10,Cloudy,0,0,0,0,0,0,0,15,28,16,90,0,90.5,22.5,93.9,28.1,10.4,17.1,4.14,11,21,6,5,38,0,0,0,O-1,O,0,0,S,1970.0016296263489,270,18.761920282155703,0.35,0.35,3,O1a,O,1
Immediate Action,1,0.01,0.01,TRUE,0,0,0,0,0,0,0,3,2,1.5,2,0,0,0,12,76,402,1380,other,2006,5,55.957083,-115.597583,0.01,0,Bottom,17,44,W,20,Cloudy,0,0,0,0,0,0,0,15,41.69,19,45,0,89.9,59.3,289.9,78.4,11,29.8,11.04,2,32,1,17,6,0,0,21,Non-Fuel,Nonfuel,0,0,"NA",0,0,0,0,0,1,O1a,O,0
Immediate Action,1,0.02,0.02,TRUE,0,0,1,1,0,1.5,1.5,4,1,24.5,2,0,0,0,12,76,402,1920,other,2006,5,55.8705,-119.1055,0.02,0,Flat,16,35,W,15,Cloudy,0,1,0,0,0,1,0,10,47.29,36,45,0.41,88.5,41.1,321.9,62.4,21.1,41,19.46,22,33,2,23,1,0,0,0,D-1/D-2,D,0,0,S,2181.0289056097454,225,7.119228074217764,1.021191662388383,1.021191662388383,4,S1,S,0
Immediate Action,1,3.5,3.5,FALSE,6960,7,3,10,10.8,5,15.8,26,5,133.54,17,15910,87280,103190,12,76,402,420,other,2006,5,55.890717,-115.6445,3.5,4,Bottom,16,45,W,18,CB Dry,0,0,0,0,0,0,0,15,41.69,19,45,0,89.9,59.3,289.9,78.4,11,29.8,11.04,14,52,0,8,6,0,0,0,D-1/D-2,D,0,0,S,1044.063918838967,225,3.045533422546933,1.142726931522593,1.142726931522593,3,C1,C,0
Immediate Action,1,0.01,0.01,FALSE,300,0,1,1,0,0.3,0.3,3,1,1.5,0.5,0,0,0,12,76,402,1260,other,2006,5,56.4815,-119.19315,0.01,0,Flat,14,20,SW,20,Clear,0,0,0,0,0,0,0,9.5,56.54,24,45,0.4,86.4,29.9,219.3,44.6,8.6,18.7,4.87,7,37,0,33,0,0,0,0,D-1/D-2,D,0,0,S,511.54662547871277,225,2.0376511435665807,0.8368240185009175,0.8368240185009175,3,M2,M,1
Immediate Action,1,0.06,0.01,TRUE,0,0,1,1,0,4.2,4.2,3,0,12,0,0,0,0,12,76,402,1560,other,2006,5,58.458867,-114.5273,0.01,0,Flat,18,30,W,5,Clear,0,0,0,0,0,0,0,13,43.55,20,45,0,88.1,22.8,156.2,33.4,9,16.8,4,0,52,0,27,0,0,0,0,D-1/D-2,D,0,0,S,430.35702775509975,225,2.091241332257222,0.6859674221826669,0.6859674221826669,2,M1,M,0
Immediate Action,1,0.01,0.01,FALSE,1740,0,2,2,0,2.1,2.1,4,0,10.25,0,6629.33,0,6629.33,5,72,404,2220,lightning,2006,5,57.11465,-112.471833,0.01,0,Flat,19,36,NE,7,CB Wet,0,0,0,0,0,0,0,17.5,45.79,19,270,0.01,89.6,34.2,347.1,54.8,10.6,24.3,7.69,54,1,0,8,14,0,0,0,C-2,C,0.9415642399537361,0.7532513919629888,C,12783.89288866643,90,13.786926572368515,2.337573533510891,3.0908249254738798,6,C2,C,0
Immediate Action,1,0.01,0.01,FALSE,2400,0,1,1,0,0.2,0.2,1,0,2.75,0,0,0,0,5,72,404,1620,lightning,2006,5,57.911983,-113.4592,0.01,1,Flat,8,32,W,5,Rainshowers,0,0,0,0,0,0,0,9,66.02,22,180,2.2,71.4,26.3,231.4,40.9,2,5.2,0.51,78,0,0,0,0,0,0,0,C-2,C,0,0,S,679.2827778956942,0,1.2069172133112736,1.8760822211713752,1.8760822211713752,3,C2,C,0
